CNPJ,Nome,Fantasia,Tipo_Logradouro,Logradouro,Número,Município,Bairro,UF,Telefone,Situação,Latitude,Longitude
01276256001241,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,QN 314 CJ 1 LT 2,S/N,BRASILIA,SAMAMBAIA,DF,,ATIVA,-15.895026696797,-48.120044874083
01276256002566,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,205 PRACA JANDAIA LOTE,02,BRASILIA,SUL (AGUAS CLARAS),DF,,ATIVA,-15.841794442797,-48.021090170213
01276256001756,DROGARIA ALAMEDA LTDA,DROGAFUJI,SETOR,SHIN EPPN CANTEIRO CENTRAL LOTE 03 LOJA,10,BRASILIA,LAGO NORTE,DF,,ATIVA,-15.75968576115,-47.839453844665
01276256000431,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,CNA 2,SN,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),DF,,ATIVA,-15.8086396,-48.065765
01276256001080,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,QNN 20 CJ P LT 02,SN,BRASILIA,CEILANDIA SUL (CEILANDIA),DF,,ATIVA,-15.802519780492,-48.113334070944
01276256000350,DROGARIA ALAMEDA LTDA,DROGAFUJI,RUA,CNC 03 LOTES 19/20 LOJA,01,BRASILIA,TAGUATINGA,DF,,ATIVA,-15.8314149,-48.0577999
01276256001160,DROGARIA ALAMEDA LTDA,DROGAFUJI,,CNG 02 LOTES 13/14 LOJA 03,S/N,BRASILIA,TAGUATINGA,DF,,ATIVA,-15.818022588053,-48.092258600936
01276256000512,DROGARIA ALAMEDA LTDA,DROGAFUJI,RUA,CNG 06 LOTE 03 LOJA,02,BRASILIA,TAGUATINGA,DF,,ATIVA,-15.814774980784,-48.093139317851
01276256000199,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,CSB 2,SN,BRASILIA,TAGUATINGA SUL (TAGUATINGA),DF,,ATIVA,-15.835745630759,-48.056907898811
01276256002302,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,SCLS 302A BLOCO D LOJA,7,BRASILIA,ASA SUL,DF,,ATIVA,-15.8301635,-47.9148153
01276256002051,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,CSE 1,SN,BRASILIA,TAGUATINGA SUL (TAGUATINGA),DF,,ATIVA,-15.858037944817,-48.042553802041
01276256000946,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,QNN 1 CONJUNTO D LOTE,02,BRASILIA,CEILANDIA NORTE (CEILANDIA),DF,,ATIVA,-15.850263687712,-48.111839912884
01276256002990,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,QSE 13 LOTE,15,BRASILIA,TAGUATINGA,DF,,ATIVA,-15.859531301143,-48.042763074878
01276256002728,DROGARIA ALAMEDA LTDA,DROGAFUJI,QUADRA,SHLS,S/N,BRASILIA,ASA SUL,DF,,ATIVA,-15.8301635,-47.9148153
08404574000137,DROGARIA ALMEIDA E OLIVEIRA LTDA,DROGARIA DENIS,QUADRA,QN 14-B CONJUNTO 05 LOTE,22,BRASILIA,RIACHO FUNDO II,DF,,ATIVA,-15.897714184572,-48.047491318369
10520119000149,DROGARIA ARUANDA E JANAINA LTDA,DROGARIA LUARA,QUADRA,13 CONJUNTO D LOTE,23A,BRASILIA,ARAPOANGA (PLANALTINA),DF,,ATIVA,-15.635475280684,-47.671440602394
00853663000159,DROGARIA ASSIS LTDA,DROGARIA SAO JOAO,QUADRA,CND 2,S/N,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),DF,,INAPTA,-15.8086396,-48.065765
12028058000122,DROGARIA B E B LTDA,FARMACIAS DESCONTAO,QUADRA,QS 402 CONJUNTO B,LT 01,BRASILIA,SAMAMBAIA NORTE (SAMAMBAIA),DF,,ATIVA,-15.868153665619,-48.086579916108
06926940000192,DROGARIA BELA VISTA LTDA,DROGARIA COLORADO,CONDOMINIO,SOLAR DE ATHENAS,SN,BRASILIA,GRANDE COLORADO - SOBRADINHO II,DF,,ATIVA,-15.663461890381,-47.852888138896
12303066000130,DROGARIA BEM ESTAR LTDA,DROGARIA BEM ESTAR,QUADRA,QNB 12 LOTE,40,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),DF,,ATIVA,-15.8086396,-48.065765
07393162000186,DROGARIA BEM VIVER LTDA,DROGARIA BEM VIVER,QUADRA,CL 216,SN,BRASILIA,SANTA MARIA,DF,,ATIVA,-29.670255778831,-53.826210474332
17247286000107,DROGARIA BERNA LTDA,DROGARIA ANA LUISA,QUADRA,QS 14 BLOCO D,S/N,BRASILIA,RIACHO FUNDO II,DF,,ATIVA,-15.885323847591,-48.015338391073
38006557000102,DROGARIA BIOFARMA DO GAMA LTDA,DROGA FORTE,QUADRA,QUADRA 25 LOTE,19,BRASILIA,GAMA,DF,,ATIVA,-16.021296536545,-48.059467968739
09123081000191,DROGARIA BOVE & BOVE LTDA,DROGARIA BRASILIA,CONDOMÍNIO,"JARDIM EUROPA I QUADRA 01 CONJUNTO A LOTE 9, 11 E 13 LOJA",08,BRASILIA,SOBRADINHO,DF,,ATIVA,-15.673235285008,-47.841848428777
13901971000154,DROGARIA BRAGA ALMEIDA LTDA,DROGARIA SAUDE E VIDA,QUADRA,EQNP 26/30 BLOCO B LOTE 02 LOJA 01 E 02,S/N,BRASILIA,CEILANDIA,DF,,SUSPENSA,-15.8217589,-48.1134824
00372383000200,DROGARIA BRASIL LTDA,DROGARIA BRASIL FILIAL I,SETOR,SHC/AOS AREA ESPECIAL 4/5 CL,S/N,BRASILIA,AREA OCTOGONAL,DF,,ATIVA,-15.80598,-47.94204
00372383000633,DROGARIA BRASIL LTDA,DROGARIA BRASIL FILIAL IV,QUADRA,SHC/SUL CL QUADRA 302-B BLOCO B LOJA 10,S/N,BRASILIA,ASA SUL,DF,,BAIXADA,-15.8301635,-47.9148153
00372383000129,DROGARIA BRASIL LTDA,DROGARIA BRASIL,QUADRA,SHCE/S QUADRA 303 CL BLOCO C,S/N,BRASILIA,CRUZEIRO NOVO,DF,,ATIVA,-15.910745058353,-48.090909996343
00372383000471,DROGARIA BRASIL LTDA,DROGARIA BRASIL FILIAL II,QUADRA,"SHC/SW CLSW 300-B BLOCO 01 LOJAS 26, 27 E 28",S/N,BRASILIA,SETOR SUDOESTE,DF,,ATIVA,-15.80152,-47.92706
00372383000552,DROGARIA BRASIL LTDA,DROGARIA BRASIL FILIAL III,,SHC/SW CLSW 302 BL. A TERREO 1 PAVIMENTO,S/N,BRASILIA,SUDOESTE,DF,,ATIVA,-15.798997243773,-47.922446661593
00372383000714,DROGARIA BRASIL LTDA,DROGARIA BRASIL,AVENIDA,DO EXERCITO,SN,BRASILIA,SETOR MILITAR URBANO,DF,,ATIVA,-15.772093580883,-47.919702473036
00372383000803,DROGARIA BRASIL LTDA,DROGARIA BRASIL,SETOR,CLSW 105 BLOCO C,SN,BRASILIA,SETOR SUDOESTE,DF,,ATIVA,-15.807735517315,-47.933592336027
00372383000986,DROGARIA BRASIL LTDA,DROGARIA BRASIL,SETOR,SRE/SUL CL BLOCO C,S/N,BRASILIA,CRUZEIRO VELHO,DF,,ATIVA,-15.78551,-47.93383
00372383001010,DROGARIA BRASIL LTDA,DROGARIA BRASIL,SETOR,SHCES QUADRA 1501 BLOCO I,SN,BRASILIA,CRUZEIRO NOVO,DF,,ATIVA,-15.79868566662,-47.93522328845
00372383001877,DROGARIA BRASIL LTDA,DROGARIA BRASIL,QUADRA,CLS 302 A BLOCO B,SN,BRASILIA,ASA SUL,DF,,ATIVA,-15.800923985561,-47.890942505062
09481677000163,SANTA SAUDE SERVICOS DE ENTREGA RAPIDA LTDA,,QUADRA,"QUADRA 197 LOTE 11, PARTE",J,LUZIANIA,JARDIM BANDEIRANTE,GO,,ATIVA,-16.2582454,-47.9352391
15344862000109,DROGARIA BRITO E SILVA LTDA,DROGARIA POPULAR,CHACARA,SH VICENTE PIRES CH 206 LOTE 02A LOJA,06,BRASILIA,VICENTE PIRES,DF,,ATIVA,-15.81009,-48.03077
37099975000129,DROGARIA CANAPOLIS LTDA,DROGARIA UNIAO PHARMA,,QNP 30 CONJUNTO B,S/N,BRASILIA,CEILANDIA,DF,,ATIVA,-15.846663487352,-48.116532044748
97536452000124,DROGARIA CARDOSO E SILVA LTDA,DROGARIA MINAS GERAIS,SETOR,"SHC/SUL, COMERCIO LOCAL, QUADRA 214",S/N,BRASILIA,ASA SUL,DF,,ATIVA,-15.8301635,-47.9148153
12091996000177,DROGARIA CARLOS & LARA LTDA,DROGARIA VIDA,QUADRA,QN 305 CONJUNTO 01 LOTE 02 LOJA,01,BRASILIA,SAMAMBAIA,DF,,ATIVA,-15.883153380529,-48.096990038974
05859490000108,DROGARIA CARLOS E CARLOS LTDA,DROGARIA VITORIA,QUADRA,EQNP 6/10 BLOCO C LOTE,01,BRASILIA,CEILANDIA SUL (CEILANDIA),DF,,BAIXADA,-15.8217589,-48.1134824
10526354000128,DROGARIA CEA LTDA,DROGARIA SOCIAL POPULAR,QUADRA,QNM 19 CONJUNTO A LOTE 48 LOJA,01,BRASILIA,CEILANDIA,DF,,ATIVA,-15.819633927299,-48.11682790383
36773976000144,DROGARIA CENTO E IV LTDA,,,SHC/ SUL CL QDA 104 BLOCO B,S/N,BRASILIA,ASA SUL,DF,,BAIXADA,-15.8301635,-47.9148153
08606173000160,DROGARIA CLAUDIANA LTDA,DROGARIA SOCIAL,OUTROS,QNP 09 CONJUNTO U LOTE,50,BRASILIA,CEILANDIA,DF,,ATIVA,-15.814535154875,-48.129765828201
03143949000139,DROGARIA CLEUDILENE CRISTINA LTDA,DROGARIA PIO XII,AVENIDA,COMERCIAL LOJA 03 LOTE,1871,BRASILIA,SAO SEBASTIAO,DF,,BAIXADA,-15.907645203624,-47.775315694137
04620919000139,DROGARIA CNJ LTDA,DROGA FORTE,QUADRA,CNJ 1 PROJECAO B LOTE,8 E 9,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),DF,,ATIVA,-15.824013704352,-48.051921291301
10609525000182,DROGARIA COELHO LTDA,DROGARIA FERNANDO,ENTRE QUADRA,EQNP (COMERCIO) 9/13 BLOCO B,S/N,BRASILIA,CEILANDIA NORTE (CEILANDIA),DF,,ATIVA,-15.8217589,-48.1134824
11454189000109,DROGARIA COMERCIO E PERFUMARIA LL UNIPESSOAL LTDA,DROGARIA LIRA,QUADRA,AVENIDA DAS CASTANHEIRAS LOTE 920 BLOCO A LOJAS 10 E 11,S/N,BRASILIA,AGUAS CLARAS,DF,,ATIVA,-15.834346408645,-48.015560994205
12927658000122,DROGARIA CONEXAO LTDA,DROGARIA CONEXAO,QUADRA,QNM 20 CONJUNTO K LOTE 47 LOJA,05,BRASILIA,CEILANDIA NORTE (CEILANDIA),DF,,INAPTA,-15.845805710324,-48.111820173872
13745936000193,DROGARIA CRUZEIRO JUNIOR LTDA,DROGAFORTE,QUADRA,QUADRA 103,S/N,BRASILIA,RESIDENCIAL OESTE (SAO SEBASTIAO),DF,,ATIVA,-15.8575419,-47.8174095
07773909000121,DROGARIA CRUZEIRO NOVO LTDA,DROGAFORTE,QUADRA,SHCE/S 603 BLOCO C LOJA 34,S/N,BRASILIA,CRUZEIRO NOVO,DF,,ATIVA,-15.653617397447,-47.651734803282
15531609000164,DROGARIA CSB 08 LTDA,DROGARIA EXPRESS,QUADRA,CSB 08 LOTE 03/04 LOJA 08,S/N,BRASILIA,TAGUATINGA SUL,DF,,ATIVA,-15.828476574526,-48.089881095465
04493929000150,DROGARIA DA ECONOMIA SAO SEBASTIAO LTDA,,RUA,DA GAMELEIRA,600,BRASILIA,CENTRO (SAO SEBASTIAO),DF,,ATIVA,-15.902047937903,-47.767201576376
05357925000108,DROGARIA DE JESUS LTDA,DROGARIA DEDICAR,SETOR,"NORTE, CL 114",SN,BRASILIA,SANTA MARIA,DF,,ATIVA,-16.0073148,-47.9909386
18269007000179,DINIZ COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,FORTE FARMA,RUA,EPTG RUA QUARESMEIRA 2A LOTE 08 BLOCO Q LOJA,30-A,BRASILIA,GUARA I,DF,,ATIVA,-15.81903,-47.98208
04224951000103,DROGARIA DISTRITO SAUDE LTDA,DROGARIA DISTRITO SAUDE,QUADRA,"CND 2 LOTES 18,19 E",20,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),DF,,ATIVA,-15.8314149,-48.0577999
07573445000100,DROGACEI SERVICOS DE ENTREGA RAPIDA LTDA,,QUADRA,QUADRA 197 LOTE 11 PARTE,C,LUZIANIA,JARDIM BANDEIRANTE,GO,,ATIVA,-16.2582454,-47.9352391
02010627000159,DROGARIA DROGACINTIA LTDA,DROGACINTIA,AVENIDA,CENTRAL BLOCOS (LADO IMPAR) 525/635,S/N,BRASILIA,NUCLEO BANDEIRANTE,DF,,ATIVA,-15.870872860809,-47.96923602162
03730556000121,DROGARIA DROGAFORTE LTDA,DROGARIA MANGUEIRAL,SETOR,SHMA - PRACA DE ATIVIDADES 4 - PA4 - PORTAL DAS CAVIUNAS,S/N,BRASILIA,SAO SEBASTIAO,DF,,ATIVA,-15.8575419,-47.8174095
11985729000261,DROGARIA GONCALVES DIAS LTDA,DROGAFUJI,QUADRA,CNA 2 LOTE 11 SALA 101,SN,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),DF,,BAIXADA,-15.8314149,-48.0577999
11985729000180,DROGARIA GONCALVES DIAS LTDA,DROGAFUJI,QUADRA,QNO 02 CONJUNTO A LOTE,06,BRASILIA,CEILANDIA,DF,,ATIVA,-15.850019480963,-48.108069732836
00714113000159,DROGARIA DROGALIDER LTDA,DROGARIA MONICA,,LOC EQNL 13 15 BLOCO B,S N,BRASILIA,TAGUATINGA,DF,,ATIVA,-15.824061712258,-48.085658449844
08783112000178,DROGARIA DROGANOSSAGENERICA LTDA,ATACADAO FARMA,MODULO,S LOTE,2,BRASILIA,ESTANCIA MESTRE D'ARMAS I (PLANALTINA),DF,,ATIVA,-15.615544465102,-47.674231026369
12004843000145,DROGARIA DROGAREIS LTDA,DROGARIA SAUDE E VIDA,QUADRA,EQNP 12/16 BLOCO G LOTE 04 LOJAS 02 E 03,SN,BRASILIA,CEILANDIA,DF,,ATIVA,-15.843114947962,-48.118706888302
15343923000113,DROGARIA E PERFUMARIA BARBOSA & SILVA LTDA,DROGARIA SANTOS,QUADRA,EQNP 7/11 BLOCO E (COMERCIO),SN,BRASILIA,CEILANDIA NORTE (CEILANDIA),DF,,ATIVA,-15.8217589,-48.1134824
04070623000191,DROGARIA E PERFUMARIA BORGES LTDA,,OUTROS,RF CLS 04 BLOCO A LOTE,01,BRASILIA,RIACHO FUNDO,DF,,ATIVA,-15.9004463,-48.0392435
10912735000145,DROGARIA E PERFUMARIA CERTA LTDA,FARMACIAS DESCONTAO,QUADRA,QSB 09 LOTE 39 LOJA,01/02,BRASILIA,TAGUATINGA,DF,,ATIVA,-15.838732190913,-48.055258080897
17801538000106,DROGARIA E PERFUMARIA COUTO E LOPES LTDA,DROGAZILIA,QUADRA,QS 112 CONJUNTO 07 LOTE,04,BRASILIA,SAMAMBAIA,DF,,ATIVA,-15.871524386593,-48.069567107245
08976463000103,DROGARIA E PERFUMARIA FARMABELLA LTDA,DROGARIA FARMABELLA,QUADRA,QUADRA 405 CONJUNTO,11,BRASILIA,RECANTO DAS EMAS,DF,,ATIVA,-15.912443818841,-48.064177589102
15390703000140,DRG - DROGARIA POPULAR LTDA,DROGARIA POPULAR,RUA,FILOGONIO JOAQUIM DA COSTA,S/N,MAMBAI,SETOR CENTRAL,GO,,ATIVA,-14.498679014224,-46.107702322549
01196063000128,DROGARIA E PERFUMARIA HELLENS LTDA,DROGARIA PHD,QUADRA,QS 08 AVENIDA AGUAS CLARAS LOTE,C62/63,BRASILIA,AREAL (AGUAS CLARAS),DF,,ATIVA,-15.862963425945,-48.024900066736
09006691000105,DROGARIA E PERFUMARIA IDEAL LTDA,DROGARIA IDEAL,QUADRA,"QC 5, LOTE",25,BRASILIA,RESIDENCIAL SANTOS DUMONT (SANTA MARIA),DF,,ATIVA,-15.994088477463,-47.9928913952
05118072000151,DROGARIA E PERFUMARIA MIX LTDA,DROGARIA HORIZONTE,,QI 25 LOTE A LOJA,01,BRASILIA,GUARA II,DF,,INAPTA,-15.835236653794,-47.979834900226
18008867000159,DROGARIA E PERFUMARIA R.D LTDA,DROGARIA MAIS FAMILIA,QUADRA,QN 7 CONJUNTO 4,30,BRASILIA,RIACHO FUNDO I,DF,,ATIVA,-15.880983338794,-48.018997960973
00966060000163,BRANDAS DROGARIA LTDA,DROGARIA BRANDAS,QUADRA,45 CONJUNTO B,SN,AGUAS LINDAS DE GOIAS,PARQUE DA BARRAGEM SETOR 08,GO,,INAPTA,-15.733234870578,-48.302969741825
07338333000174,DROGARIA ESTANCIA LTDA,DROGARIA IMPERIO,CONDOMINIO,IMPERIO DOS NOBRES MC 01 LOTE 23,S/N,BRASILIA,SOBRADINHO,DF,,ATIVA,-15.681528963118,-47.835446750969
00477265000185,DROGARIA ESTRELA LTDA,SAO RAFAEL,QUADRA,QUADRA 9,S/N,BRASILIA,SETOR OESTE GAMA,DF,,ATIVA,-16.010361640512,-48.070021283872
02705648000199,DROGARIA FAMA LTDA,DROGARIA DEDICAR,TERMINAL,SCC Terminal RODOVIARIO,SN,BRASILIA,SETOR CENTRAL (GAMA),DF,,ATIVA,-16.02030224733,-48.066942301958
08699200000196,DROGARIA FARIAS E BRITO LTDA,DROGARIA MARANHENSE,QUADRA,QUADRA 307 CONJUNTO 16,02,BRASILIA,RECANTO DAS EMAS,DF,,ATIVA,-15.920018817412,-48.101567309339
05329522000155,DROGARIA FARMA-CALDAS LTDA,DROGASAN,QUADRA,QNO 17 CONJUNTO 01 LOTE,26,BRASILIA,CEILANDIA,DF,,ATIVA,-15.799193836274,-48.135452120978
00061325000184,DROGARIA FARMAFUJI LTDA,DROGAFUJI,QUADRA,CCSW 6 LOTE,02/03,BRASILIA,SETOR SUDOESTE,DF,,ATIVA,-15.80152,-47.92706
13940807000156,DROGARIA FARMAIS-DF LTDA,FARMANOSSA,CONDOMINIO,"DEL LAGO I, QD 45, LOTE",04,BRASILIA,ITAPOA I,DF,,ATIVA,-15.805068543064,-47.793090625189
10891495000140,DROGARIA FATIMA LTDA,DROGARIA FATIMA,QUADRA,CNR 01 CONJUNTO B LOTE 01 LOJA,02,BRASILIA,CEILANDIA,DF,,ATIVA,-15.849724102695,-48.109220819599
05924514000157,DROGARIA OLIVEIRA PRODUTOS FARMACEUTICOS LTDA,DROGARIA BRASILIA,SETOR,SHVP RUA 4A CHACARA 108 LOTE 10 LOJAS,1/2,BRASILIA,VICENTE PIRES,DF,,ATIVA,-15.811470628268,-48.014021918205
11781629000132,DROGARIA FIUZA LTDA,DROGARIA ARTFARMA,SETOR,SHC SUL CL QDA 209 BLOCO B LOJA,33,BRASILIA,ASA SUL,DF,,ATIVA,-15.8301635,-47.9148153
11042607000150,DROGARIA FORCA E VIDA LTDA,DROGAPLAN,QUADRA,"203, AVENIDA RECANTO DAS EMAS, LOTE 39, LOJA",05,BRASILIA,RECANTO DAS EMAS,DF,,ATIVA,-15.90482725804,-48.063343562215
